Direccion,PropiedadS,Dolares,Pesos,DolaresM2,PesosM2,Ambientes,Cotizacion,Trimestre,Barrio,Comunas
"ACOSTA, MARIANO 81","63","95000","6080000","1583","101333","3","64",SEGUNDO,VELEZ SARSFIELD,"10"
Olivieri 300,"64","165000","10560000","2750","176000","3","64",SEGUNDO,VELEZ SARSFIELD,"10"
Ramón L. Falcón 4400 0,"96","133000","8512000","2217","141867","2","64",SEGUNDO,VELEZ SARSFIELD,"10"
Avenida Mariano Acosta 100 0,"60","99999","6399936","1667","106666","3","64",SEGUNDO,VELEZ SARSFIELD,"10"
Cnel S De Las Carreras 45,"60","95000","6080000","1583","101333","3","64",SEGUNDO,VELEZ SARSFIELD,"10"
"FALCON, RAMON L., COR. 6600","131","165000","10560000","2750","176000","3","64",SEGUNDO,VELEZ SARSFIELD,"10"
Av. Rivadavia 8600,"60","110000","7040000","1833","117333","3","64",SEGUNDO,VELEZ SARSFIELD,"10"
JUAN B. JUSTO 7500,"60","140000","8960000","2333","149333","3","64",SEGUNDO,VELEZ SARSFIELD,"10"
Cervantes 500 0,"65","165000","10560000","2750","176000","3","64",SEGUNDO,VELEZ SARSFIELD,"10"
Mercedes 100 0,"61","124900","7993600","2048","131043","3","64",SEGUNDO,VELEZ SARSFIELD,"10"
Ramón Falcon y Benedetti - Floresta a 1 cuadra Av,"61","159900","10233600","2621","167764","3","64",SEGUNDO,VELEZ SARSFIELD,"10"
Av. Rivadavia al 8600 0,"61","100000","6400000","1639","104918","3","64",SEGUNDO,VELEZ SARSFIELD,"10"
Av B Rivadavia 8920,"72","135000","8640000","2177","139355","2","64",SEGUNDO,VELEZ SARSFIELD,"10"
"OLIVERA, AV. 100","62","210000","13440000","3387","216774","2","64",SEGUNDO,VELEZ SARSFIELD,"10"
"OLIVERA, AV. 100","100","210000","13440000","3387","216774","3","64",SEGUNDO,VELEZ SARSFIELD,"10"
"FALCON, RAMON L., COR. 6000","67","190000","12160000","3064","196129","3","64",SEGUNDO,VELEZ SARSFIELD,"10"
OLIVERA 100,"100","210000","13440000","3387","216774","3","64",SEGUNDO,VELEZ SARSFIELD,"10"
Benedetti 45  5 b 0,"63","130000","8320000","2064","132063","3","64",SEGUNDO,VELEZ SARSFIELD,"10"
Cervantes 500,"98","185000","11840000","2936","187937","3","64",SEGUNDO,VELEZ SARSFIELD,"10"
Cervantes 500,"98","165000","10560000","2619","167619","3","64",SEGUNDO,VELEZ SARSFIELD,"10"
Carrasco 845 0,"64","110000","7040000","1746","111746","4","64",SEGUNDO,VELEZ SARSFIELD,"10"
Cacique Tupac Amaru 1254,"206","162000","10368000","2531","162000","4","64",SEGUNDO,VELEZ SARSFIELD,"10"
VENANCIO FLORES  al 4000 0,"70","93000","5952000","1453","93000","3","64",SEGUNDO,VELEZ SARSFIELD,"10"
V Dupuy 1065,"114","210000","13440000","3750","240000","3","64",SEGUNDO,VERSALLES,"10"
M Echenagucia 1000,"68","130000","8320000","2321","148571","2","64",SEGUNDO,VERSALLES,"10"
Alvarez Jonte 6200,"56","120000","7680000","2136","136728","3","64",SEGUNDO,VERSALLES,"10"
Cuzco 500,"57","110000","7040000","1930","123509","3","64",SEGUNDO,VERSALLES,"10"
M Echenagucia 1000,"67","130000","8320000","2281","145965","3","64",SEGUNDO,VERSALLES,"10"
Fray G Arregui 6167,"58","157000","10048000","2707","173241","2","64",SEGUNDO,VERSALLES,"10"
Fray G Arregui 6389,"58","159500","10208000","2750","176000","2","64",SEGUNDO,VERSALLES,"10"
Fray G Arregui 6389,"58","159000","10176000","2741","175448","2","64",SEGUNDO,VERSALLES,"10"
Fray G Arregui 6389,"58","142000","9088000","2448","156690","2","64",SEGUNDO,VERSALLES,"10"
Av Alvarez Jonte 6100,"59","112000","7168000","1898","121492","3","64",SEGUNDO,VERSALLES,"10"
Bruselas 500,"62","140000","8960000","2333","149333","3","64",SEGUNDO,VERSALLES,"10"
Fray G Arregui 6200,"60","138000","8832000","2300","147200","2","64",SEGUNDO,VERSALLES,"10"
Cuzco 500,"60","115000","7360000","1917","122667","3","64",SEGUNDO,VERSALLES,"10"
RUIZ DE LOS LLANOS 1510,"69","115000","7360000","1917","122667","3","64",SEGUNDO,VERSALLES,"10"
Fray G Arregui 6389,"62","160000","10240000","2581","165161","2","64",SEGUNDO,VERSALLES,"10"
Juan B. Justo 9100 0,"70","124900","7993600","1982","126883","3","64",SEGUNDO,VERSALLES,"10"
Manuel Porcel De Peralta 1000,"70","119000","7616000","1983","126933","4","64",SEGUNDO,VILLA REAL,"10"
Alejandro Magariños Cervantes 1300,"63","150000","9600000","2632","168421","3","64",SEGUNDO,PATERNAL,"15"
Av. San Martin 2600,"58","95000","6080000","1638","104828","3","64",SEGUNDO,PATERNAL,"15"
Av. San Martín 2300 0,"80","175000","11200000","2966","189831","3","64",SEGUNDO,PATERNAL,"15"
Av. San Martin 3200,"60","148000","9472000","2467","157867","2","64",SEGUNDO,PATERNAL,"15"
AV. SAN MARTIN 2900,"60","135000","8640000","2250","144000","3","64",SEGUNDO,PATERNAL,"15"
MAGARIÑOS CERVANTES 1300,"63","170000","10880000","2698","172698","3","64",SEGUNDO,PATERNAL,"15"
Magariños Cervantes 1800 0,"60","137800","8819200","2461","157486","3","64",SEGUNDO,VILLA GRAL. MITRE,"11"
CARACAS y GAONA 0,"62","115000","7360000","2039","130496","3","64",SEGUNDO,VILLA GRAL. MITRE,"11"
Artigas al 1800 0,"57","115000","7360000","2018","129123","3","64",SEGUNDO,VILLA GRAL. MITRE,"11"
Artigas 1800,"57","125000","8000000","2193","140351","2","64",SEGUNDO,VILLA GRAL. MITRE,"11"
Camarones 1986/88 0,"60","135000","8640000","2368","151579","3","64",SEGUNDO,VILLA GRAL. MITRE,"11"
CAMARONES 1900,"57","138800","8883200","2435","155846","3","64",SEGUNDO,VILLA GRAL. MITRE,"11"
Andres Lamas 1500 0,"60","145000","9280000","2544","162807","3","64",SEGUNDO,VILLA GRAL. MITRE,"11"
Sánchez 1700 0,"65","149000","9536000","2569","164414","3","64",SEGUNDO,VILLA GRAL. MITRE,"11"
Donato Alvarez 2000,"63","159000","10176000","2741","175448","3","64",SEGUNDO,VILLA GRAL. MITRE,"11"
Donato Alvarez 2000 0,"63","156000","9984000","2690","172138","3","64",SEGUNDO,VILLA GRAL. MITRE,"11"
San Blas 2300,"58","119000","7616000","2052","131310","3","64",SEGUNDO,VILLA GRAL. MITRE,"11"
Artigas 2040,"58","149000","9536000","2569","164414","3","64",SEGUNDO,VILLA GRAL. MITRE,"11"
Sanchez 1700,"70","165000","10560000","2845","182069","4","64",SEGUNDO,VILLA GRAL. MITRE,"11"
Sanchez 1700 0,"66","125000","8000000","2155","137931","3","64",SEGUNDO,VILLA GRAL. MITRE,"11"
Alfredo R Bufano 1855,"64","153840","9845760","2643","169171","2","64",SEGUNDO,VILLA GRAL. MITRE,"11"
Gral Jose G Artigas 1800,"60","125000","8000000","2083","133333","3","64",SEGUNDO,VILLA GRAL. MITRE,"11"
M Sanchez 1714,"67","145000","9280000","2417","154667","3","64",SEGUNDO,VILLA GRAL. MITRE,"11"
Camarones 1500,"70","123000","7872000","2050","131200","3","64",SEGUNDO,VILLA GRAL. MITRE,"11"
Sánchez entre Camarones y San-Blas 0,"60","140244","8975616","2337","149594","3","64",SEGUNDO,VILLA GRAL. MITRE,"11"
San Blas 2555,"60","99000","6336000","1650","105600","3","64",SEGUNDO,VILLA GRAL. MITRE,"11"
Bufano al 1200 0,"103","254900","16313600","4248","271893","3","64",SEGUNDO,VILLA GRAL. MITRE,"11"
Juan Agustin Garcia 1800,"61","115000","7360000","1885","120656","4","64",SEGUNDO,VILLA GRAL. MITRE,"11"
Pje La Fronda 1600,"67","103000","6592000","1664","106529","3","64",SEGUNDO,VILLA GRAL. MITRE,"11"
TRELLES 1100 0,"68","180000","11520000","2903","185806","3","64",SEGUNDO,VILLA GRAL. MITRE,"11"
caracas 1700,"117","199999","12799936","3226","206451","3","64",SEGUNDO,VILLA GRAL. MITRE,"11"
"Trelles al 1100, 3º 0","63","175000","11200000","2778","177778","3","64",SEGUNDO,VILLA GRAL. MITRE,"11"
Caracas 1300,"63","115000","7360000","1825","116825","3","64",SEGUNDO,VILLA GRAL. MITRE,"11"
Pje Dr Jose Ingenieros 2700,"66","129900","8313600","2130","136289","3","64",SEGUNDO,VILLA SANTA RITA,"11"
DUPUY al 100 0,"62","148000","9472000","2426","155279","2","64",SEGUNDO,LINIERS,"9"
Jose M Cortina 1400,"100","170000","10880000","2833","181333","3","64",SEGUNDO,MONTE CASTRO,"10"
ALVAREZ JONTE  al 5600 0,"73","220000","14080000","3438","220000","3","64",SEGUNDO,MONTE CASTRO,"10"
Emilio Castro 4849,"56","120000","7680000","2143","137143","3","64",SEGUNDO,VILLA LURO,"10"
Yerbal 5026,"67","100000","6400000","1786","114286","3","64",SEGUNDO,VILLA LURO,"10"
DONIZETTI 41 PISO 13 DEPTO A 0,"56","119000","7616000","2125","136000","3","64",SEGUNDO,VILLA LURO,"10"
Av. Rivadavia 9800,"56","128800","8243200","2300","147200","2","64",SEGUNDO,VILLA LURO,"10"
GUARDIA NACIONAL Y RIVADAVIA 0,"64","148000","9472000","2643","169143","3","64",SEGUNDO,VILLA LURO,"10"
Pizarro 5400,"73","135000","8640000","2411","154286","2","64",SEGUNDO,VILLA LURO,"10"
Av.juna B. Justo 8100,"56","82000","5248000","1464","93714","1","64",SEGUNDO,VILLA LURO,"10"
DUPUY 100,"66","145000","9280000","2544","162807","2","64",SEGUNDO,VILLA LURO,"10"
Moliere 100,"82","168600","10790400","2958","189305","2","64",SEGUNDO,VILLA LURO,"10"
Ramón L. Falcón 5583,"67","210000","13440000","3684","235789","3","64",SEGUNDO,VILLA LURO,"10"
Guardia Nacional 99,"57","155000","9920000","2719","174035","2","64",SEGUNDO,VILLA LURO,"10"
Ulrico Schmidl 5115,"59","129900","8313600","2279","145853","3","64",SEGUNDO,VILLA LURO,"10"
Av Lope De Vega 284,"65","125000","8000000","2193","140351","3","64",SEGUNDO,VILLA LURO,"10"
RAMON FALCON 5500,"57","210000","13440000","3684","235789","3","64",SEGUNDO,VILLA LURO,"10"
Ramon L. Falcon al 5500 0,"67","210000","13440000","3684","235789","3","64",SEGUNDO,VILLA LURO,"10"
Donizetti 41 0,"58","79999","5119936","1379","88275","3","64",SEGUNDO,VILLA LURO,"10"
RAMON FALCON 5700,"58","192310","12307840","3316","212204","2","64",SEGUNDO,VILLA LURO,"10"
Donizetti 100,"65","150000","9600000","2586","165517","3","64",SEGUNDO,VILLA LURO,"10"
RAMON L FALCON 5500,"126","210000","13440000","3621","231724","3","64",SEGUNDO,VILLA LURO,"10"
Moliere 100,"91","182900","11705600","3153","201821","2","64",SEGUNDO,VILLA LURO,"10"
RAMON FALCON 5700,"58","190000","12160000","3276","209655","2","64",SEGUNDO,VILLA LURO,"10"
Ramon Falcon 5500,"68","210000","13440000","3621","231724","3","64",SEGUNDO,VILLA LURO,"10"
Cnel R L Falcon 5500,"69","210000","13440000","3621","231724","1","64",SEGUNDO,VILLA LURO,"10"
RAMON FALCON 5500,"69","210000","13440000","3621","231724","3","64",SEGUNDO,VILLA LURO,"10"
"EMILIO CASTRO, AVDA. 5300","63","170000","10880000","2931","187586","3","64",SEGUNDO,VILLA LURO,"10"
RAMON FALCON 5700,"58","194730","12462720","3357","214874","2","64",SEGUNDO,VILLA LURO,"10"
Av Canonigo M Del Corro 602,"65","110000","7040000","1897","121379","3","64",SEGUNDO,VILLA LURO,"10"
Homero 555,"68","135000","8640000","2288","146441","3","64",SEGUNDO,VILLA LURO,"10"
YERBAL 5100,"127","150000","9600000","2542","162712","3","64",SEGUNDO,VILLA LURO,"10"
Juan Agustin Garcia 5600,"120","148000","9472000","2467","157867","3","64",SEGUNDO,VILLA LURO,"10"
C Donizetti 514,"70","135000","8640000","2250","144000","3","64",SEGUNDO,VILLA LURO,"10"
Av escalada al 400 0,"60","120000","7680000","2000","128000","2","64",SEGUNDO,VILLA LURO,"10"
Rafaela 4900,"60","100000","6400000","1667","106667","3","64",SEGUNDO,VILLA LURO,"10"
Domingo Albariño 100,"60","149900","9593600","2498","159893","3","64",SEGUNDO,VILLA LURO,"10"
Escalada y Boulevard Ramon Falcón 0,"68","119000","7616000","1983","126933","3","64",SEGUNDO,VILLA LURO,"10"
PIZARRO 5500,"150","210000","13440000","3500","224000","3","64",SEGUNDO,VILLA LURO,"10"
Basualdo 400,"60","175000","11200000","2917","186667","3","64",SEGUNDO,VILLA LURO,"10"
Cajaravilla 4800 0,"84","170000","10880000","2833","181333","3","64",SEGUNDO,VILLA LURO,"10"
Basualdo 200,"140","180000","11520000","3000","192000","3","64",SEGUNDO,VILLA LURO,"10"
Donizetti 500,"60","138000","8832000","2300","147200","3","64",SEGUNDO,VILLA LURO,"10"
Guardia Nacional 60,"60","130000","8320000","2167","138667","2","64",SEGUNDO,VILLA LURO,"10"
manzoni 112,"74","115000","7360000","1917","122667","2","64",SEGUNDO,VILLA LURO,"10"
Cajaravilla 4900,"85","175000","11200000","2917","186667","3","64",SEGUNDO,VILLA LURO,"10"
Gral M De Escalada 45,"72","90000","5760000","1500","96000","3","64",SEGUNDO,VILLA LURO,"10"
CORTINA 54,"64","117000","7488000","1950","124800","1","64",SEGUNDO,VILLA LURO,"10"
DUPUY 100,"72","160000","10240000","2623","167869","2","64",SEGUNDO,VILLA LURO,"10"
Emilio Castro 4800,"61","163000","10432000","2672","171016","3","64",SEGUNDO,VILLA LURO,"10"
DUPUY 100,"72","163000","10432000","2672","171016","2","64",SEGUNDO,VILLA LURO,"10"
Cajaravilla 4861,"85","195000","12480000","3197","204590","3","64",SEGUNDO,VILLA LURO,"10"
Araujo 300,"61","145000","9280000","2377","152131","3","64",SEGUNDO,VILLA LURO,"10"
Leopardi al 100 0,"72","120000","7680000","1936","123871","3","64",SEGUNDO,VILLA LURO,"10"
Cnel R L Falcon 5637,"132","149000","9536000","2403","153806","3","64",SEGUNDO,VILLA LURO,"10"
AV. RIVADAVIA 9858,"67","145000","9280000","2339","149677","3","64",SEGUNDO,VILLA LURO,"10"
Av. Emilio Castro 4900,"155","163000","10432000","2629","168258","3","64",SEGUNDO,VILLA LURO,"10"
BASUALDO 400,"86","160000","10240000","2540","162540","3","64",SEGUNDO,VILLA LURO,"10"
ESCALADA AV. 45 0,"63","116000","7424000","1841","117841","3","64",SEGUNDO,VILLA LURO,"10"
BASUALDO 400,"63","209000","13376000","3318","212317","3","64",SEGUNDO,VILLA LURO,"10"
Basualdo 313,"71","119000","7616000","1889","120889","3","64",SEGUNDO,VILLA LURO,"10"
ramon falcon 4700 0,"130","134990","8639360","2109","134990","3","64",SEGUNDO,VILLA LURO,"10"
SIMBRON al 5800 0,"56","130000","8320000","2321","148571","2","64",SEGUNDO,VILLA REAL,"10"
Moliere al 2900 0,"61","97000","6208000","1590","101770","3","64",SEGUNDO,VILLA REAL,"10"
Tinogasta al 5800 0,"62","155000","9920000","2500","160000","3","64",SEGUNDO,VILLA REAL,"10"
Tinogasta 5800 0,"67","150000","9600000","2419","154839","3","64",SEGUNDO,VILLA REAL,"10"
AVENIDA GENERAL PAZ 1010,"63","195000","12480000","3095","198095","3","64",SEGUNDO,VILLA REAL,"10"
Tinogasta 5819,"65","155000","9920000","2460","157460","3","64",SEGUNDO,VILLA REAL,"10"
Cosquin 4617,"115","105000","6720000","2100","134400","2","64",SEGUNDO,VILLA LUGANO,"8"
Cosquin 4617,"54","110000","7040000","2200","140800","2","64",SEGUNDO,VILLA LUGANO,"8"
Cosquin 4617,"71","115000","7360000","2091","133818","2","64",SEGUNDO,VILLA LUGANO,"8"
Av Cnel J Segundo Roca 5200,"55","64900","4153600","1180","75520","3","64",SEGUNDO,VILLA LUGANO,"8"
Cosquin 5019,"60","110000","7040000","1930","123509","3","64",SEGUNDO,VILLA RIACHUELO,"8"
J Barros Pazos 6660,"82","170000","10880000","2931","187586","3","64",SEGUNDO,VILLA RIACHUELO,"8"
AVENIDA FERNANDEZ DE LA CRUZ 6720,"58","145000","9280000","2500","160000","3","64",SEGUNDO,VILLA RIACHUELO,"8"
Cosquin al 5300 0,"59","109000","6976000","1848","118237","2","64",SEGUNDO,VILLA RIACHUELO,"8"
Timoteo Gordillo 4900 0,"66","127500","8160000","2125","136000","3","64",SEGUNDO,VILLA RIACHUELO,"8"
Timoteo Gordillo 4885,"73","150000","9600000","2381","152381","3","64",SEGUNDO,VILLA RIACHUELO,"8"
Av A Alvarez Jonte 3000,"70","110000","7040000","1897","121379","3","64",SEGUNDO,VILLA DEL PARQUE,"11"
Av Alvarez Jonte 3000,"63","120000","7680000","1905","121905","1","64",SEGUNDO,VILLA DEL PARQUE,"11"
Helguera 1700 0,"59","140000","8960000","2500","160000","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Elpidio Gonzalez  al 2800 0,"56","149000","9536000","2661","170286","3","64",SEGUNDO,VILLA SANTA RITA,"11"
José Ingenieros 2800 0,"88","130000","8320000","2321","148571","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Gral Alvarez Condarco 1300,"67","158000","10112000","2772","177404","3","64",SEGUNDO,VILLA SANTA RITA,"11"
condarco 1634,"57","145000","9280000","2544","162807","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Av Dr Juan Bautista Justo 6192,"60","138000","8832000","2421","154947","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Escalada De San Martin 2700,"57","129900","8313600","2276","145648","3","64",SEGUNDO,VILLA SANTA RITA,"11"
1400 0,"65","120000","7680000","2069","132414","3","64",SEGUNDO,VILLA SANTA RITA,"11"
G De Helguera 1500,"60","115000","7360000","1983","126897","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"58","162800","10419200","2807","179641","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Dr Luis Beláustegui 2700 0,"83","160000","10240000","2759","176552","3","64",SEGUNDO,VILLA SANTA RITA,"11"
REMEDIOS  DE ESCALADA DE SAN MARTIN al 2700 0,"63","166000","10624000","2814","180068","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"59","160000","10240000","2712","173559","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"59","177000","11328000","3000","192000","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"59","176000","11264000","2983","190915","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"59","195300","12499200","3310","211851","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"59","177400","11353600","3007","192434","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"59","176800","11315200","2997","191783","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"59","184000","11776000","3119","199593","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"59","167900","10745600","2846","182129","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"59","186000","11904000","3152","201763","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"59","173300","11091200","2937","187986","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"59","175800","11251200","2980","190698","3","64",SEGUNDO,VILLA SANTA RITA,"11"
TERRADA al 1800 0,"64","159000","10176000","2695","172475","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Av Nazca 1854,"67","142000","9088000","2407","154034","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"59","181000","11584000","3068","196339","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"59","179400","11481600","3041","194603","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"59","188000","12032000","3186","203932","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"59","176700","11308800","2995","191675","3","64",SEGUNDO,VILLA SANTA RITA,"11"
SAN BLAS  al 2800 0,"67","149000","9536000","2525","161627","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"59","168000","10752000","2848","182237","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"111","200000","12800000","3390","216949","3","64",SEGUNDO,VILLA SANTA RITA,"11"
E Lamarca 1679,"70","168000","10752000","2848","182237","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"59","181900","11641600","3083","197315","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"59","163000","10432000","2763","176814","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"59","165000","10560000","2797","178983","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"59","180000","11520000","3051","195254","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"59","175300","11219200","2971","190156","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"59","166000","10624000","2814","180068","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"59","185400","11865600","3142","201112","3","64",SEGUNDO,VILLA SANTA RITA,"11"
San Blas al 2900 0,"59","155000","9920000","2627","168136","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Escalada de San Martin al 2700 0,"63","171600","10982400","2908","186142","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"59","164000","10496000","2780","177898","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Magariños Cervantes 2907,"63","98000","6272000","1661","106305","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Terrada 1835 0,"69","139000","8896000","2356","150780","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"60","185400","11865600","3090","197760","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"60","182600","11686400","3043","194773","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"60","177400","11353600","2957","189227","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"60","176700","11308800","2945","188480","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"60","181600","11622400","3027","193707","3","64",SEGUNDO,VILLA SANTA RITA,"11"
NAZCA  al 2100 0,"60","130000","8320000","2167","138667","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Remedios de Escalada de San Martin 2750 0,"60","179500","11488000","2992","191467","3","64",SEGUNDO,VILLA SANTA RITA,"11"
REMEDIOS ESCALADA DE SAN MARTIN 2800,"80","210000","13440000","3500","224000","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Cnel J Terrada 1600,"80","210000","13440000","3500","224000","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Terrada 1835 0,"70","140000","8960000","2333","149333","3","64",SEGUNDO,VILLA SANTA RITA,"11"
Av Gaona 4100,"70","135000","8640000","2213","141639","2","64",SEGUNDO,VILLA SANTA RITA,"11"
